MIRNA_ID	HAIRPIN_ID	FULL_ALIGN_HAIRPIN_START_INDEX	FULL_ALIGN_HAIRPIN_END_INDEX
mmu-let-7d-5p	mmu-let-7d	16	37
mmu-let-7d-5p	mmu-let-7a-2	18	38
mmu-let-7d-5p	mmu-let-7a-1	14	34
mmu-let-7d-3p	mmu-let-7d	70	91
mmu-mir-106a-5p	mmu-mir-106a	5	27
mmu-mir-106a-5p	mmu-mir-17	14	36
mmu-mir-106a-5p	mmu-mir-20b	12	34
mmu-mir-106a-3p	mmu-mir-106a	41	63
mmu-mir-106b-5p	mmu-mir-106b	12	32
mmu-mir-106b-3p	mmu-mir-106b	52	73
mmu-mir-130b-5p	mmu-mir-130b	13	34
mmu-mir-130b-3p	mmu-mir-130b	51	72
hsa-let-7g-5p	hsa-let-7g	5	26
hsa-let-7g-5p	hsa-let-7i	6	21
hsa-let-7g-3p	hsa-let-7g	62	82
hsa-let-7i-5p	hsa-let-7i	6	27
hsa-let-7i-5p	hsa-let-7g	5	20
hsa-let-7i-3p	hsa-let-7i	62	83
hsa-mir-1	hsa-mir-1-1	46	67
hsa-mir-1	hsa-mir-1-2	53	74
hsa-mir-15b-5p	hsa-mir-15b	20	41
hsa-mir-15b-3p	hsa-mir-15b	58	79
hsa-mir-23b-5p	hsa-mir-23b	20	41
hsa-mir-23b-3p	hsa-mir-23b	58	78
hsa-mir-23b-3p	hsa-mir-23a	45	62
hsa-mir-23b-3p	hsa-mir-23c	66	86
hsa-mir-27b-5p	hsa-mir-27b	19	40
hsa-mir-27b-3p	hsa-mir-27b	61	81
hsa-mir-27b-3p	hsa-mir-27a	51	68
hsa-mir-30b-5p	hsa-mir-30b	17	38
hsa-mir-30b-5p	hsa-mir-30c-1	17	34
hsa-mir-30b-5p	hsa-mir-30c-2	7	24
hsa-mir-30b-3p	hsa-mir-30b	55	76
hsa-mir-122-5p	hsa-mir-122	15	36
hsa-mir-122-3p	hsa-mir-122	51	72
hsa-mir-124-5p	hsa-mir-124-3	15	36
hsa-mir-124-5p	hsa-mir-124-2	25	46
hsa-mir-124-5p	hsa-mir-124-1	14	35
hsa-mir-124-3p	hsa-mir-124-3	53	72
hsa-mir-124-3p	hsa-mir-124-2	62	81
hsa-mir-124-3p	hsa-mir-124-1	53	72
hsa-mir-125b-5p	hsa-mir-125b-2	17	38
hsa-mir-125b-5p	hsa-mir-125b-1	15	36
hsa-mir-125b-1-3p	hsa-mir-125b-1	55	76
hsa-mir-128-1-5p	hsa-mir-128-1	15	37
hsa-mir-128-3p	hsa-mir-128-2	52	72
hsa-mir-128-3p	hsa-mir-128-1	50	70
hsa-mir-130a-5p	hsa-mir-130a	21	42
hsa-mir-130a-3p	hsa-mir-130a	55	76
hsa-mir-132-5p	hsa-mir-132	23	44
hsa-mir-132-3p	hsa-mir-132	59	80
hsa-mir-133a-5p	hsa-mir-133a-2	22	43
hsa-mir-133a-5p	hsa-mir-133a-1	16	37
hsa-mir-133a-3p	hsa-mir-133a-2	59	80
hsa-mir-133a-3p	hsa-mir-133a-1	53	74
hsa-mir-133a-3p	hsa-mir-133b	66	86
hsa-mir-135a-5p	hsa-mir-135a-2	23	45
hsa-mir-135a-5p	hsa-mir-135a-1	17	39
hsa-mir-135a-5p	hsa-mir-135b	16	38
hsa-mir-135a-3p	hsa-mir-135a-1	56	77
hsa-mir-137	hsa-mir-137	59	81
hsa-mir-138-5p	hsa-mir-138-1	23	45
hsa-mir-138-5p	hsa-mir-138-2	10	32
hsa-mir-138-2-3p	hsa-mir-138-2	57	78
hsa-mir-140-5p	hsa-mir-140	23	44
hsa-mir-140-3p	hsa-mir-140	62	82
hsa-mir-141-5p	hsa-mir-141	17	38
hsa-mir-141-3p	hsa-mir-141	59	80
hsa-mir-141-3p	hsa-mir-200a	54	74
hsa-mir-142-5p	hsa-mir-142	16	36
hsa-mir-142-3p	hsa-mir-142	52	74
hsa-mir-143-5p	hsa-mir-143	27	48
hsa-mir-143-3p	hsa-mir-143	61	81
hsa-mir-144-5p	hsa-mir-144	15	36
hsa-mir-144-3p	hsa-mir-144	52	71
hsa-mir-145-5p	hsa-mir-145	16	38
hsa-mir-145-3p	hsa-mir-145	54	75
hsa-mir-152-5p	hsa-mir-152	16	38
hsa-mir-152-3p	hsa-mir-152	54	74
hsa-mir-153-3p	hsa-mir-153-2	53	74
hsa-mir-153-3p	hsa-mir-153-1	54	75
hsa-mir-153-5p	hsa-mir-153-2	15	36
hsa-mir-191-5p	hsa-mir-191	16	38
hsa-mir-191-3p	hsa-mir-191	58	79
hsa-mir-9-5p	hsa-mir-9-3	16	38
hsa-mir-9-5p	hsa-mir-9-2	16	38
hsa-mir-9-5p	hsa-mir-9-1	16	38
hsa-mir-9-3p	hsa-mir-9-3	55	76
hsa-mir-9-3p	hsa-mir-9-2	53	74
hsa-mir-9-3p	hsa-mir-9-1	55	76
hsa-mir-125a-5p	hsa-mir-125a	15	38
hsa-mir-125a-3p	hsa-mir-125a	53	74
hsa-mir-125b-2-3p	hsa-mir-125b-2	54	75
hsa-mir-126-5p	hsa-mir-126	15	35
hsa-mir-126-3p	hsa-mir-126	52	73
hsa-mir-127-5p	hsa-mir-127	23	44
hsa-mir-127-3p	hsa-mir-127	57	78
hsa-mir-129-2-3p	hsa-mir-129-2	57	78
hsa-mir-129-2-3p	hsa-mir-129-1	49	67
hsa-mir-134-5p	hsa-mir-134	8	29
hsa-mir-134-3p	hsa-mir-134	46	68
hsa-mir-136-5p	hsa-mir-136	15	37
hsa-mir-136-3p	hsa-mir-136	49	70
hsa-mir-138-1-3p	hsa-mir-138-1	63	84
hsa-mir-146a-5p	hsa-mir-146a	21	42
hsa-mir-146a-5p	hsa-mir-146b	9	25
hsa-mir-146a-3p	hsa-mir-146a	57	78
hsa-mir-149-5p	hsa-mir-149	15	37
hsa-mir-149-3p	hsa-mir-149	56	76
hsa-mir-150-5p	hsa-mir-150	16	37
hsa-mir-150-3p	hsa-mir-150	51	72
hsa-mir-154-5p	hsa-mir-154	15	36
hsa-mir-154-3p	hsa-mir-154	51	72
hsa-mir-184	hsa-mir-184	53	74
hsa-mir-185-5p	hsa-mir-185	15	36
hsa-mir-185-5p	hsa-mir-4306	65	80
hsa-mir-185-3p	hsa-mir-185	50	71
hsa-mir-186-5p	hsa-mir-186	15	36
hsa-mir-186-3p	hsa-mir-186	54	75
hsa-mir-188-5p	hsa-mir-188	15	35
hsa-mir-188-3p	hsa-mir-188	54	74
hsa-mir-190a-5p	hsa-mir-190a	15	36
hsa-mir-190a-3p	hsa-mir-190a	52	72
hsa-mir-193a-5p	hsa-mir-193a	21	42
hsa-mir-193a-3p	hsa-mir-193a	55	76
hsa-mir-194-5p	hsa-mir-194-2	15	36
hsa-mir-194-5p	hsa-mir-194-1	15	36
hsa-mir-195-5p	hsa-mir-195	15	35
hsa-mir-195-3p	hsa-mir-195	53	74
hsa-mir-206	hsa-mir-206	53	74
hsa-mir-320a	hsa-mir-320a	48	69
hsa-mir-320a	hsa-mir-320b-2	72	91
hsa-mir-320a	hsa-mir-320b-1	39	58
hsa-mir-320a	hsa-mir-320c-2	31	49
hsa-mir-320a	hsa-mir-320c-1	50	68
hsa-mir-320a	hsa-mir-320d-2	30	47
hsa-mir-320a	hsa-mir-320d-1	30	47
hsa-mir-320a	hsa-mir-320e	34	49
mmu-mir-19b-2-5p	mmu-mir-19b-2	11	34
mmu-mir-19b-3p	mmu-mir-19b-1	54	76
mmu-mir-19b-3p	mmu-mir-19b-2	54	76
mmu-mir-19b-3p	mmu-mir-19a	49	71
mmu-mir-30c-5p	mmu-mir-30c-2	14	36
mmu-mir-30c-5p	mmu-mir-30c-1	17	39
mmu-mir-30c-5p	mmu-mir-30b	21	38
mmu-mir-30c-1-3p	mmu-mir-30c-1	56	77
mmu-mir-30c-2-3p	mmu-mir-30c-2	54	75
mmu-mir-30d-5p	mmu-mir-30d	12	33
mmu-mir-30d-5p	mmu-mir-30a	6	27
mmu-mir-30d-3p	mmu-mir-30d	52	73
mmu-mir-30d-3p	mmu-mir-30a	47	65
mmu-mir-148a-5p	mmu-mir-148a	23	44
mmu-mir-148a-3p	mmu-mir-148a	61	82
mmu-mir-192-5p	mmu-mir-192	14	34
mmu-mir-192-3p	mmu-mir-192	57	78
mmu-mir-196a-5p	mmu-mir-196a-2	16	37
mmu-mir-196a-5p	mmu-mir-196a-1	24	45
mmu-mir-196a-5p	mmu-mir-196b	16	37
mmu-mir-196a-1-3p	mmu-mir-196a-1	62	83
mmu-mir-196a-2-3p	mmu-mir-196a-2	52	73
mmu-mir-200a-5p	mmu-mir-200a	16	37
mmu-mir-200a-3p	mmu-mir-200a	54	75
mmu-mir-200a-3p	mmu-mir-141	48	68
mmu-mir-208a-5p	mmu-mir-208a	15	36
mmu-mir-208a-3p	mmu-mir-208a	50	71
mmu-let-7a-5p	mmu-let-7a-2	17	38
mmu-let-7a-5p	mmu-let-7a-1	13	34
mmu-let-7a-5p	mmu-let-7f-2	8	29
mmu-let-7a-5p	mmu-let-7f-1	8	29
mmu-let-7a-5p	mmu-let-7e	15	36
mmu-let-7a-5p	mmu-let-7c-2	14	31
mmu-let-7a-5p	mmu-let-7c-1	16	33
mmu-let-7a-5p	mmu-let-7d	17	37
mmu-let-7a-5p	mmu-let-7b	7	22
mmu-let-7a-1-3p	mmu-let-7c-2	62	83
mmu-let-7a-1-3p	mmu-let-7a-1	64	85
mmu-let-7a-1-3p	mmu-let-7f-2	58	79
mmu-let-7a-2-3p	mmu-let-7a-2	62	82
mmu-let-7b-5p	mmu-let-7b	7	28
mmu-let-7b-5p	mmu-let-7c-2	14	35
mmu-let-7b-5p	mmu-let-7c-1	16	37
mmu-let-7b-5p	mmu-let-7a-2	17	32
mmu-let-7b-5p	mmu-let-7a-1	13	28
mmu-let-7b-5p	mmu-let-7k	24	42
mmu-let-7b-3p	mmu-let-7b	61	82
mmu-let-7c-5p	mmu-let-7c-2	14	35
mmu-let-7c-5p	mmu-let-7c-1	16	37
mmu-let-7c-5p	mmu-let-7b	7	28
mmu-let-7c-5p	mmu-let-7a-2	17	34
mmu-let-7c-5p	mmu-let-7a-1	13	30
mmu-let-7c-1-3p	mmu-let-7c-1	61	82
mmu-let-7c-2-3p	mmu-let-7c-2	62	83
mmu-let-7c-2-3p	mmu-let-7a-1	64	85
mmu-let-7c-2-3p	mmu-let-7f-2	58	79
mmu-let-7e-5p	mmu-let-7e	15	36
mmu-let-7e-5p	mmu-let-7a-2	17	38
mmu-let-7e-5p	mmu-let-7a-1	13	34
mmu-let-7e-5p	mmu-let-7k	24	39
mmu-let-7e-3p	mmu-let-7e	60	81
mmu-let-7e-3p	mmu-let-7a-2	69	83
mmu-let-7f-5p	mmu-let-7f-2	8	29
mmu-let-7f-5p	mmu-let-7f-1	8	29
mmu-let-7f-5p	mmu-let-7a-2	17	38
mmu-let-7f-5p	mmu-let-7a-1	13	34
mmu-let-7f-1-3p	mmu-let-7f-1	64	85
mmu-let-7f-2-3p	mmu-let-7f-2	58	78
mmu-let-7f-2-3p	mmu-let-7c-2	62	82
mmu-let-7f-2-3p	mmu-let-7a-1	64	84
mmu-mir-15a-5p	mmu-mir-15a	15	36
mmu-mir-15a-5p	mmu-mir-15b	4	22
mmu-mir-15a-3p	mmu-mir-15a	52	73
mmu-mir-16-5p	mmu-mir-16-2	17	38
mmu-mir-16-5p	mmu-mir-16-1	16	37
mmu-mir-16-1-3p	mmu-mir-16-1	58	79
mmu-mir-16-2-3p	mmu-mir-16-2	59	80
mmu-mir-18a-5p	mmu-mir-18a	17	39
mmu-mir-18a-5p	mmu-mir-18b	11	27
mmu-mir-18a-3p	mmu-mir-18a	58	79
mmu-mir-20a-5p	mmu-mir-20a	27	49
mmu-mir-20a-5p	mmu-mir-20b	13	34
mmu-mir-20a-5p	mmu-mir-17	15	36
mmu-mir-20a-3p	mmu-mir-20a	63	84
mmu-mir-21a-5p	mmu-mir-21a	18	39
mmu-mir-21a-5p	mmu-mir-21c	18	32
mmu-mir-21a-3p	mmu-mir-21a	56	77
mmu-mir-22-5p	mmu-mir-22	19	40
mmu-mir-22-3p	mmu-mir-22	57	78
mmu-mir-23a-5p	mmu-mir-23a	10	31
mmu-mir-23a-3p	mmu-mir-23a	46	66
mmu-mir-23a-3p	mmu-mir-23b	46	63
mmu-mir-24-2-5p	mmu-mir-24-2	25	46
mmu-mir-24-2-5p	mmu-mir-24-1	6	21
mmu-mir-26a-5p	mmu-mir-26a-2	14	35
mmu-mir-26a-5p	mmu-mir-26a-1	16	37
mmu-mir-26a-5p	mmu-mir-26b	15	34
mmu-mir-26a-1-3p	mmu-mir-26a-1	55	76
mmu-mir-26b-5p	mmu-mir-26b	15	35
mmu-mir-26b-5p	mmu-mir-26a-2	14	33
mmu-mir-26b-5p	mmu-mir-26a-1	16	35
mmu-mir-26b-3p	mmu-mir-26b	51	72
mmu-mir-29a-5p	mmu-mir-29a	16	37
mmu-mir-29a-3p	mmu-mir-29a	54	75
mmu-mir-29a-3p	mmu-mir-29c	54	75
mmu-mir-29c-5p	mmu-mir-29c	16	37
mmu-mir-29c-3p	mmu-mir-29c	54	75
mmu-mir-29c-3p	mmu-mir-29a	54	75
mmu-mir-29c-3p	mmu-mir-29b-2	52	68
mmu-mir-29c-3p	mmu-mir-29b-1	47	63
mmu-mir-27a-5p	mmu-mir-27a	14	35
mmu-mir-27a-3p	mmu-mir-27a	56	76
mmu-mir-27a-3p	mmu-mir-27b	49	66
mmu-mir-31-5p	mmu-mir-31	28	49
mmu-mir-31-3p	mmu-mir-31	64	86
mmu-mir-92a-2-5p	mmu-mir-92a-2	16	37
mmu-mir-92a-3p	mmu-mir-92a-1	50	70
mmu-mir-92a-3p	mmu-mir-92a-2	55	75
mmu-mir-92a-3p	mmu-mir-92b	52	71
mmu-mir-93-5p	mmu-mir-93	15	37
mmu-mir-93-3p	mmu-mir-93	54	75
mmu-mir-96-5p	mmu-mir-96	24	46
mmu-mir-96-3p	mmu-mir-96	66	87
mmu-mir-34a-5p	mmu-mir-34a	20	41
mmu-mir-34a-3p	mmu-mir-34a	64	84
mmu-mir-129-2-3p	mmu-mir-129-2	57	78
mmu-mir-129-2-3p	mmu-mir-129-1	49	67
mmu-mir-98-5p	mmu-mir-98	16	37
mmu-mir-98-3p	mmu-mir-98	74	95
mmu-mir-103-1-5p	mmu-mir-103-1	15	37
mmu-mir-103-1-5p	mmu-mir-103-2	16	37
mmu-mir-103-1-5p	mmu-mir-107	16	37
mmu-mir-103-3p	mmu-mir-103-2	52	74
mmu-mir-103-3p	mmu-mir-103-1	52	74
mmu-mir-103-3p	mmu-mir-107	52	72
mmu-mir-103-2-5p	mmu-mir-103-2	15	37
mmu-mir-103-2-5p	mmu-mir-103-1	16	37
mmu-mir-103-2-5p	mmu-mir-107	15	37
mmu-mir-322-5p	mmu-mir-322	23	44
mmu-mir-322-3p	mmu-mir-322	61	81
mmu-mir-323-5p	mmu-mir-323	16	37
mmu-mir-323-3p	mmu-mir-323	51	71
mmu-mir-324-5p	mmu-mir-324	18	40
mmu-mir-324-3p	mmu-mir-324	53	72
mmu-mir-325-5p	mmu-mir-325	16	38
mmu-mir-325-3p	mmu-mir-325	54	75
mmu-mir-326-5p	mmu-mir-326	20	43
mmu-mir-326-3p	mmu-mir-326	60	80
mmu-mir-328-5p	mmu-mir-328	21	42
mmu-mir-328-3p	mmu-mir-328	61	82
mmu-mir-328-3p	mmu-mir-6395	3	19
mmu-mir-329-5p	mmu-mir-329	23	44
mmu-mir-329-3p	mmu-mir-329	61	82
mmu-mir-330-5p	mmu-mir-330	22	43
mmu-mir-330-3p	mmu-mir-330	61	83
mmu-mir-331-5p	mmu-mir-331	26	47
mmu-mir-331-3p	mmu-mir-331	61	81
mmu-mir-337-5p	mmu-mir-337	27	47
mmu-mir-337-3p	mmu-mir-337	61	81
mmu-mir-148b-5p	mmu-mir-148b	24	47
mmu-mir-148b-3p	mmu-mir-148b	61	82
mmu-mir-148b-3p	mmu-mir-152	47	65
mmu-mir-338-5p	mmu-mir-338	26	47
mmu-mir-338-3p	mmu-mir-338	61	82
mmu-mir-339-5p	mmu-mir-339	16	38
mmu-mir-339-3p	mmu-mir-339	51	73
mmu-mir-340-5p	mmu-mir-340	19	40
mmu-mir-340-3p	mmu-mir-340	61	82
mmu-mir-341-5p	mmu-mir-341	22	42
mmu-mir-341-3p	mmu-mir-341	57	77
mmu-mir-342-5p	mmu-mir-342	19	40
mmu-mir-342-3p	mmu-mir-342	61	83
mmu-mir-344-5p	mmu-mir-344-2	9	34
mmu-mir-344-5p	mmu-mir-344-1	21	46
mmu-mir-344-5p	mmu-mir-344e	2	27
mmu-mir-344-5p	mmu-mir-344i	12	36
mmu-mir-344-5p	mmu-mir-344b	4	20
mmu-mir-344-3p	mmu-mir-344-2	49	71
mmu-mir-344-3p	mmu-mir-344-1	61	83
mmu-mir-344-3p	mmu-mir-344b	43	60
mmu-mir-344-3p	mmu-mir-344c	58	77
mmu-mir-345-5p	mmu-mir-345	17	38
mmu-mir-345-3p	mmu-mir-345	55	76
mmu-mir-346-5p	mmu-mir-346	16	38
mmu-mir-346-3p	mmu-mir-346	54	75
mmu-mir-350-5p	mmu-mir-350	24	42
mmu-mir-350-3p	mmu-mir-350	61	82
mmu-mir-351-5p	mmu-mir-351	16	39
mmu-mir-351-3p	mmu-mir-351	58	78
mmu-mir-135b-5p	mmu-mir-135b	16	38
mmu-mir-135b-5p	mmu-mir-135a-2	23	45
mmu-mir-135b-5p	mmu-mir-135a-1	17	39
mmu-mir-135b-3p	mmu-mir-135b	55	76
mmu-mir-101b-5p	mmu-mir-101b	24	46
mmu-mir-101b-3p	mmu-mir-101b	61	81
mmu-mir-101b-3p	mmu-mir-101a	51	71
mmu-mir-101b-3p	mmu-mir-101c	46	64
hsa-mir-200c-5p	hsa-mir-200c	5	26
hsa-mir-200c-3p	hsa-mir-200c	44	66
hsa-mir-200c-3p	hsa-mir-200b	57	77
mmu-mir-1a-2-5p	mmu-mir-1a-2	8	30
mmu-mir-1a-2-5p	mmu-mir-1a-1	10	32
hsa-mir-155-5p	hsa-mir-155	4	26
hsa-mir-155-3p	hsa-mir-155	43	64
mmu-mir-107-5p	mmu-mir-107	15	37
mmu-mir-107-5p	mmu-mir-103-2	15	37
mmu-mir-107-5p	mmu-mir-103-1	16	37
mmu-mir-107-3p	mmu-mir-107	52	74
mmu-mir-107-3p	mmu-mir-103-2	52	72
mmu-mir-107-3p	mmu-mir-103-1	52	72
mmu-mir-10a-5p	mmu-mir-10a	22	44
mmu-mir-10a-5p	mmu-mir-10b	5	27
mmu-mir-10a-3p	mmu-mir-10a	63	84
mmu-mir-17-5p	mmu-mir-17	14	36
mmu-mir-17-5p	mmu-mir-106a	5	27
mmu-mir-17-5p	mmu-mir-20a	28	49
mmu-mir-17-5p	mmu-mir-20b	12	34
mmu-mir-17-3p	mmu-mir-17	51	72
mmu-mir-19a-5p	mmu-mir-19a	13	34
mmu-mir-19a-3p	mmu-mir-19a	49	71
mmu-mir-19a-3p	mmu-mir-19b-1	54	76
mmu-mir-19a-3p	mmu-mir-19b-2	54	76
mmu-mir-25-5p	mmu-mir-25	14	35
mmu-mir-25-3p	mmu-mir-25	52	73
mmu-mir-28a-5p	mmu-mir-28a	14	35
mmu-mir-28a-5p	mmu-mir-28c	45	64
mmu-mir-28a-5p	mmu-mir-151	11	26
mmu-mir-28a-5p	mmu-mir-28b	11	29
mmu-mir-28a-3p	mmu-mir-28a	54	75
mmu-mir-32-5p	mmu-mir-32	6	27
mmu-mir-32-3p	mmu-mir-32	47	67
mmu-mir-100-5p	mmu-mir-100	13	34
mmu-mir-100-5p	mmu-mir-99a	5	26
mmu-mir-100-3p	mmu-mir-100	47	68
mmu-mir-139-5p	mmu-mir-139	7	28
mmu-mir-139-3p	mmu-mir-139	43	64
mmu-mir-200c-5p	mmu-mir-200c	5	26
mmu-mir-200c-3p	mmu-mir-200c	45	67
mmu-mir-200c-3p	mmu-mir-200b	45	65
mmu-mir-210-5p	mmu-mir-210	28	49
mmu-mir-210-3p	mmu-mir-210	66	87
mmu-mir-212-5p	mmu-mir-212	16	38
mmu-mir-212-3p	mmu-mir-212	56	77
mmu-mir-181a-1-3p	mmu-mir-181a-1	54	75
mmu-mir-181a-1-3p	mmu-mir-181c	56	70
mmu-mir-214-5p	mmu-mir-214	30	51
mmu-mir-214-3p	mmu-mir-214	71	92
mmu-mir-216a-5p	mmu-mir-216a	7	28
mmu-mir-216a-3p	mmu-mir-216a	47	68
mmu-mir-218-5p	mmu-mir-218-2	25	45
mmu-mir-218-5p	mmu-mir-218-1	25	45
mmu-mir-218-1-3p	mmu-mir-218-1	64	85
mmu-mir-218-1-3p	mmu-mir-218-2	65	85
mmu-mir-218-2-3p	mmu-mir-218-2	67	88
mmu-mir-218-2-3p	mmu-mir-218-1	67	85
mmu-mir-219a-5p	mmu-mir-219a-2	19	39
mmu-mir-219a-5p	mmu-mir-219a-1	21	41
mmu-mir-219a-1-3p	mmu-mir-219a-1	62	83
mmu-mir-223-5p	mmu-mir-223	26	48
mmu-mir-223-3p	mmu-mir-223	68	89
mmu-mir-320-5p	mmu-mir-320	16	37
mmu-mir-320-3p	mmu-mir-320	48	69
mmu-mir-26a-2-3p	mmu-mir-26a-2	52	73
mmu-mir-33-5p	mmu-mir-33	6	26
mmu-mir-33-3p	mmu-mir-33	46	67
mmu-mir-211-5p	mmu-mir-211	26	47
mmu-mir-211-5p	mmu-mir-204	6	27
mmu-mir-211-3p	mmu-mir-211	63	83
mmu-mir-221-5p	mmu-mir-221	20	45
mmu-mir-221-3p	mmu-mir-221	60	82
mmu-mir-222-5p	mmu-mir-222	12	32
mmu-mir-222-3p	mmu-mir-222	49	69
mmu-mir-224-5p	mmu-mir-224	8	28
mmu-mir-224-3p	mmu-mir-224	55	76
mmu-mir-29b-2-5p	mmu-mir-29b-2	11	35
mmu-mir-29b-2-5p	mmu-mir-29b-1	7	31
mmu-mir-199b-5p	mmu-mir-199b	26	48
mmu-mir-199b-5p	mmu-mir-199a-2	31	53
mmu-mir-199b-5p	mmu-mir-199a-1	6	28
mmu-mir-199b-3p	mmu-mir-199b	65	86
mmu-mir-199b-3p	mmu-mir-199a-2	70	91
mmu-mir-199b-3p	mmu-mir-199a-1	46	67
mmu-mir-135a-2-3p	mmu-mir-135a-2	62	82
mmu-mir-19b-1-5p	mmu-mir-19b-1	16	38
mmu-mir-92a-1-5p	mmu-mir-92a-1	11	33
mmu-mir-138-1-3p	mmu-mir-138-1	61	82
mmu-mir-181b-5p	mmu-mir-181b-2	16	38
mmu-mir-181b-5p	mmu-mir-181b-1	12	34
mmu-mir-181b-5p	mmu-mir-181d	7	29
mmu-mir-181b-1-3p	mmu-mir-181b-1	52	70
mmu-mir-181b-1-3p	mmu-mir-181b-2	54	72
mmu-mir-181c-5p	mmu-mir-181c	17	38
mmu-mir-181c-5p	mmu-mir-181a-1	14	36
mmu-mir-181c-5p	mmu-mir-181a-2	7	29
mmu-mir-181c-3p	mmu-mir-181c	56	77
mmu-mir-181c-3p	mmu-mir-181a-1	54	68
mmu-mir-125b-1-3p	mmu-mir-125b-1	55	76
mmu-mir-128-2-5p	mmu-mir-128-2	11	33
hsa-mir-128-2-5p	hsa-mir-128-2	15	37
mmu-mir-7a-5p	mmu-mir-7a-2	19	41
mmu-mir-7a-5p	mmu-mir-7a-1	24	46
mmu-mir-7a-5p	mmu-mir-7b	30	52
mmu-mir-7a-1-3p	mmu-mir-7a-1	66	87
mmu-mir-7a-2-3p	mmu-mir-7a-2	59	80
mmu-mir-7b-5p	mmu-mir-7b	30	52
mmu-mir-7b-5p	mmu-mir-7a-2	19	41
mmu-mir-7b-5p	mmu-mir-7a-1	24	46
mmu-mir-7b-3p	mmu-mir-7b	68	89
mmu-mir-217-5p	mmu-mir-217	34	56
mmu-mir-217-3p	mmu-mir-217	71	93
hsa-mir-194-3p	hsa-mir-194-2	51	72
mmu-mir-194-2-3p	mmu-mir-194-2	52	73
hsa-mir-106b-5p	hsa-mir-106b	12	32
hsa-mir-106b-3p	hsa-mir-106b	52	73
hsa-mir-29c-5p	hsa-mir-29c	16	37
hsa-mir-29c-3p	hsa-mir-29c	54	75
hsa-mir-29c-3p	hsa-mir-29a	42	63
hsa-mir-29c-3p	hsa-mir-29b-2	52	68
hsa-mir-29c-3p	hsa-mir-29b-1	51	67
hsa-mir-30c-1-3p	hsa-mir-30c-1	56	77
hsa-mir-200a-5p	hsa-mir-200a	16	37
hsa-mir-200a-3p	hsa-mir-200a	54	75
hsa-mir-200a-3p	hsa-mir-141	59	79
hsa-mir-302a-5p	hsa-mir-302a	6	28
hsa-mir-302a-3p	hsa-mir-302a	44	66
hsa-mir-302a-3p	hsa-mir-302b	47	64
hsa-mir-302a-3p	hsa-mir-302d	44	60
hsa-mir-302a-3p	hsa-mir-302c	43	59
hsa-mir-219a-2-3p	hsa-mir-219a-2	62	83
mmu-mir-219a-2-3p	mmu-mir-219a-2	62	83
hsa-mir-34b-5p	hsa-mir-34b	13	35
hsa-mir-34b-3p	hsa-mir-34b	50	71
hsa-mir-34c-5p	hsa-mir-34c	13	35
hsa-mir-34c-3p	hsa-mir-34c	46	67
hsa-mir-299-5p	hsa-mir-299	7	28
hsa-mir-299-3p	hsa-mir-299	39	60
hsa-mir-301a-5p	hsa-mir-301a	14	35
hsa-mir-301a-3p	hsa-mir-301a	51	73
hsa-mir-99b-5p	hsa-mir-99b	7	28
hsa-mir-99b-3p	hsa-mir-99b	45	66
hsa-mir-296-5p	hsa-mir-296	14	34
hsa-mir-296-3p	hsa-mir-296	48	69
hsa-mir-130b-5p	hsa-mir-130b	13	33
hsa-mir-130b-3p	hsa-mir-130b	51	72
hsa-mir-30e-5p	hsa-mir-30e	17	38
hsa-mir-30e-5p	hsa-mir-30a	6	27
hsa-mir-30e-3p	hsa-mir-30e	59	80
hsa-mir-30e-3p	hsa-mir-30a	47	68
hsa-mir-26a-2-3p	hsa-mir-26a-2	52	73
hsa-mir-361-5p	hsa-mir-361	6	27
hsa-mir-361-3p	hsa-mir-361	45	67
mmu-mir-361-5p	mmu-mir-361	6	27
mmu-mir-361-3p	mmu-mir-361	43	67
hsa-mir-362-5p	hsa-mir-362	5	28
hsa-mir-362-3p	hsa-mir-362	42	63
mmu-mir-362-5p	mmu-mir-362	5	28
mmu-mir-362-3p	mmu-mir-362	42	63
hsa-mir-363-5p	hsa-mir-363	7	28
hsa-mir-363-3p	hsa-mir-363	50	71
mmu-mir-363-5p	mmu-mir-363	7	28
mmu-mir-363-3p	mmu-mir-363	50	71
hsa-mir-365a-5p	hsa-mir-365a	16	38
hsa-mir-365a-3p	hsa-mir-365b	68	89
hsa-mir-365a-3p	hsa-mir-365a	56	77
mmu-mir-365-1-5p	mmu-mir-365-1	16	38
mmu-mir-365-3p	mmu-mir-365-2	68	89
mmu-mir-365-3p	mmu-mir-365-1	56	77
hsa-mir-365b-5p	hsa-mir-365b	29	50
hsa-mir-365b-3p	hsa-mir-365b	68	89
hsa-mir-365b-3p	hsa-mir-365a	56	77
hsa-mir-302b-5p	hsa-mir-302b	11	32
hsa-mir-302b-3p	hsa-mir-302b	47	69
hsa-mir-302b-3p	hsa-mir-302a	44	61
hsa-mir-302b-3p	hsa-mir-302d	44	60
hsa-mir-302b-3p	hsa-mir-302c	43	59
hsa-mir-302c-5p	hsa-mir-302c	8	29
hsa-mir-302c-3p	hsa-mir-302c	43	65
hsa-mir-302c-3p	hsa-mir-302d	44	65
hsa-mir-302c-3p	hsa-mir-302e	6	26
hsa-mir-302c-3p	hsa-mir-302b	47	63
hsa-mir-302c-3p	hsa-mir-302a	44	60
